idade,genero,peso,altura,tempo_sessao,objetivo,nivel,foco_muscular,local_treino,limitacoes,ex1,ex2,ex3,ex4,ex5
50,1,74.2,175.8,30,0,0,3,1,0,12,18,20,86,92
33,0,46.1,194.6,30,1,1,5,2,1,1,3,6,10,80
54,1,50.2,178.0,90,1,0,3,2,3,14,15,88,89,93
62,1,73.6,180.0,45,0,3,5,2,0,4,6,8,10,80
45,0,89.0,150.3,45,0,3,2,0,1,58,61,65,130,137
19,1,116.4,147.2,30,0,2,1,1,0,71,72,73,74,150
37,0,57.0,153.1,90,2,1,6,1,0,32,34,35,98,106
38,0,80.1,182.9,90,2,1,1,0,0,71,72,74,147,148
64,0,102.9,148.5,90,0,1,2,0,2,131,134,136,137,138
55,0,42.1,151.8,30,1,0,2,0,0,58,59,61,131,136
43,0,114.0,178.4,60,0,3,5,0,2,0,6,8,83,84
40,0,121.8,164.1,45,0,0,5,0,2,6,7,9,83,84
36,1,42.7,178.5,90,1,2,5,1,0,0,6,8,9,82
22,0,53.4,175.8,90,1,0,1,2,0,70,75,140,141,145
35,0,116.0,184.1,90,0,3,5,0,0,0,6,9,83,84
24,0,96.5,192.1,90,0,1,3,2,0,13,15,17,19,93
30,1,41.0,190.4,90,1,3,1,1,0,71,72,73,74,150
46,1,72.0,189.9,90,1,1,2,2,0,58,59,62,63,133
24,0,41.0,165.3,90,1,0,1,2,3,68,71,141,142,144
51,0,122.2,152.8,45,0,0,3,1,3,12,86,87,90,91
22,0,103.0,193.3,45,0,1,2,2,0,58,64,65,66,135
30,1,95.5,179.0,90,0,1,1,2,2,73,142,143,145,146
63,1,97.0,148.9,45,0,1,0,2,0,48,50,51,52,125
30,1,72.2,181.1,60,2,0,1,1,0,71,72,73,74,150
20,1,65.7,151.1,90,0,0,6,1,0,26,27,29,33,108
49,1,40.3,146.7,60,1,0,3,1,0,18,20,87,92,95
52,1,59.7,145.2,90,0,0,6,1,2,27,32,96,106,108
24,0,85.6,178.7,90,0,2,0,1,1,57,121,122,126,129
32,1,97.4,164.5,45,0,0,4,1,0,38,41,110,116,118
38,1,101.3,182.2,30,0,2,4,2,1,36,42,112,115,119
43,1,129.7,148.8,60,0,1,3,1,1,12,15,17,20,86
46,1,70.4,151.5,45,0,0,4,1,2,41,42,110,114,116
35,0,116.0,174.2,60,0,0,0,2,2,47,49,54,56,124
23,1,97.8,155.3,90,0,0,4,1,0,36,40,41,45,118
39,0,126.4,191.2,45,0,1,0,1,0,50,52,54,57,127
60,0,57.5,167.6,30,1,1,1,1,0,71,72,73,74,150
19,1,90.7,168.2,90,0,0,1,1,0,71,72,73,74,150
61,0,56.6,167.2,30,2,2,3,1,1,17,18,20,87,91
27,0,73.7,187.5,30,2,0,2,0,2,59,131,132,134,136
37,0,66.5,149.6,90,0,1,5,1,0,2,6,8,79,82
18,1,122.0,171.7,90,0,3,5,1,0,5,7,9,77,79
33,0,106.4,145.6,90,0,3,5,0,1,0,6,7,9,84
48,0,118.7,189.3,30,0,1,0,1,3,53,55,120,122,127
30,0,100.1,172.5,60,0,3,6,1,0,27,29,96,98,104
39,0,60.3,146.7,30,0,0,6,1,3,26,32,96,102,103
62,1,53.2,174.3,45,1,0,1,1,0,71,72,73,74,150
58,0,120.0,175.5,45,0,0,0,1,2,52,53,122,123,126
29,0,67.0,187.1,45,1,2,2,2,0,58,59,65,66,133
22,1,119.1,186.3,45,0,3,2,1,0,59,60,64,65,139
26,0,59.1,146.9,30,0,2,2,0,0,59,60,66,130,134
40,1,58.9,198.5,45,1,0,1,0,0,72,73,74,147,149
30,1,61.7,187.0,30,1,3,0,1,1,48,50,54,120,127
37,1,121.6,194.4,90,0,0,2,0,1,60,64,134,136,137
24,0,89.7,151.8,90,0,0,0,1,2,53,123,126,127,129
19,1,126.5,163.9,30,0,1,5,2,0,2,3,4,9,80
32,1,115.0,194.2,90,0,1,3,2,3,16,18,19,88,93
33,0,108.1,197.9,30,0,0,4,1,1,36,39,40,111,113
35,1,108.4,181.4,90,0,3,0,2,2,49,50,51,57,125
18,0,48.1,171.8,90,1,1,3,1,0,15,16,20,86,95
33,0,120.0,174.7,90,0,1,1,0,3,71,72,74,148,149
60,0,44.8,181.5,90,1,3,1,0,2,73,74,147,148,149
25,0,99.3,158.5,30,0,1,0,1,1,47,56,57,122,129
61,1,83.1,187.8,45,0,2,0,2,2,47,48,51,54,125
44,0,90.9,148.0,60,0,2,0,1,0,53,56,57,120,122
36,0,119.9,187.1,30,0,3,2,0,3,58,66,131,132,138
26,1,100.1,198.0,30,0,3,0,2,0,49,50,55,56,57
47,0,97.4,160.2,90,0,3,2,1,0,58,59,60,63,64
33,1,48.6,182.6,90,1,3,3,1,0,12,17,20,91,92
31,1,59.7,147.6,30,0,0,1,1,0,71,72,73,74,150
61,0,55.4,154.2,90,0,1,6,2,3,25,28,34,99,101
61,0,62.8,170.0,45,2,3,5,1,0,2,9,76,78,85
51,0,59.2,156.8,30,0,1,4,2,1,39,40,42,44,119
19,1,73.5,189.5,45,1,1,4,1,0,36,38,45,111,116
27,0,80.5,186.9,45,0,3,4,1,0,40,46,110,113,118
45,1,107.6,167.0,45,0,1,5,0,2,0,6,7,83,84
39,1,128.2,159.6,45,0,0,6,1,1,30,32,34,102,106
18,1,59.5,175.2,90,1,1,3,2,3,12,14,15,88,94
25,0,56.9,148.1,60,0,1,0,2,0,49,50,54,55,56
51,1,44.2,161.1,60,1,2,2,2,3,62,64,65,66,135
47,1,73.6,155.2,30,0,3,4,1,2,38,39,42,111,116
60,0,74.9,166.5,45,0,1,5,1,0,1,2,5,76,78
57,0,53.7,163.6,45,1,0,4,2,0,37,38,43,117,119
28,1,66.1,150.4,90,0,1,3,1,2,15,16,18,20,87
20,0,51.0,188.7,90,1,0,5,0,0,0,7,8,9,83
18,0,70.2,146.6,30,0,1,0,2,1,51,53,55,124,125
52,1,105.0,185.8,60,0,3,4,2,2,40,42,45,115,117
37,1,120.6,182.5,30,0,2,5,0,0,6,7,8,83,84
29,0,68.3,146.2,30,0,1,5,0,0,6,7,8,9,83
52,0,112.2,172.2,30,0,0,6,1,0,21,22,27,104,108
60,1,87.4,162.1,30,0,3,4,1,2,38,39,45,114,118
49,0,43.8,167.7,60,1,1,5,1,0,5,7,9,76,82
33,0,85.4,198.9,45,0,0,0,1,0,50,52,57,120,127
29,0,102.8,199.0,30,0,3,4,1,2,40,111,113,114,118
49,0,42.3,190.9,60,1,3,0,2,1,48,54,55,124,125
22,1,110.3,163.6,30,0,1,0,1,3,57,120,121,123,127
18,1,106.5,156.3,60,0,2,6,1,3,29,34,35,104,108
30,0,54.9,189.4,90,1,3,4,1,0,36,38,45,110,116
45,1,86.2,152.6,60,0,0,6,1,0,21,22,29,32,103
36,1,42.3,156.3,30,1,2,5,1,0,2,8,76,78,85
22,1,54.1,173.0,90,1,0,5,0,0,0,6,7,9,83
40,0,112.2,199.6,90,0,2,3,1,1,12,16,17,20,91
38,0,43.3,194.3,30,1,2,0,1,1,53,55,121,122,123
63,0,81.5,192.2,60,1,1,2,0,3,60,65,66,131,136
43,0,112.6,176.6,45,0,3,1,1,3,71,72,73,74,150
53,1,41.8,198.5,60,1,0,0,2,1,49,50,54,55,56
47,0,100.9,198.9,90,0,0,5,1,0,0,2,5,7,9
42,1,68.5,199.3,30,1,0,5,1,0,1,7,8,78,79
57,0,69.9,194.2,90,0,2,2,1,0,58,60,63,64,65
53,1,117.8,158.8,90,0,2,0,2,3,47,48,51,53,125
47,0,80.9,164.3,45,0,1,2,1,0,60,61,63,64,66
22,1,111.7,198.1,90,0,1,2,0,2,59,65,132,134,137
35,0,129.2,167.2,45,0,0,1,0,2,71,73,74,148,149
36,1,122.2,184.8,30,0,0,3,1,2,15,16,18,86,87
42,0,65.3,149.3,30,0,1,5,1,1,6,8,78,79,85
58,1,54.6,169.4,60,0,3,3,1,2,15,20,86,92,95
52,0,121.7,174.3,90,0,0,6,1,0,21,26,27,31,35
25,1,99.9,146.2,30,0,1,4,1,0,39,40,110,111,114
61,1,107.9,170.6,45,0,0,6,1,1,26,30,34,106,108
22,1,96.8,153.9,30,0,0,6,2,3,22,26,31,99,101
35,0,88.2,153.3,30,0,0,3,1,1,15,18,87,90,91
30,1,59.6,196.8,60,1,1,1,2,2,68,70,74,141,145
37,1,127.3,184.4,60,0,0,3,1,3,16,18,86,87,92
55,1,125.4,187.2,60,0,1,3,1,0,16,18,87,90,92
52,1,68.0,172.9,90,1,3,3,2,1,11,18,20,89,94
47,0,79.9,194.0,30,1,1,2,2,0,60,61,64,66,135
30,0,75.7,175.6,90,1,3,6,2,0,21,25,30,97,109
48,0,50.1,178.3,45,1,2,5,1,0,0,1,8,78,79
25,1,108.2,163.1,30,0,0,0,1,2,48,53,120,126,127
24,1,115.0,172.3,90,0,0,4,1,1,36,113,114,116,118
60,1,113.8,196.9,90,0,3,3,1,0,15,18,86,91,92
64,1,85.6,151.2,45,0,0,3,2,0,11,12,13,15,19
20,1,43.9,162.6,30,1,3,4,2,0,39,43,45,115,117
55,1,108.0,170.0,90,0,3,0,2,3,48,49,51,55,124
43,1,87.7,195.7,60,1,2,1,2,0,74,141,142,144,145
26,1,98.0,162.8,30,0,3,0,1,0,52,53,54,120,121
59,0,49.8,166.8,60,1,2,0,2,2,47,51,53,55,56
41,0,127.1,193.5,90,0,0,1,0,2,71,73,74,147,149
40,0,79.1,198.7,90,2,1,5,0,1,6,7,8,9,84
26,1,109.4,193.3,90,0,1,2,1,1,60,63,65,66,139
63,0,60.8,151.3,90,0,1,5,0,0,0,6,7,8,83
20,1,43.3,164.5,30,1,3,1,2,3,70,140,141,144,145
31,1,96.1,169.8,30,0,2,3,2,2,13,16,19,89,94
45,1,109.2,165.8,90,0,1,5,1,0,1,2,6,7,78
35,1,99.2,187.0,30,0,0,5,0,2,6,7,8,9,83
53,1,123.6,166.2,60,0,1,6,1,0,31,35,96,98,102
38,0,43.9,189.3,30,1,3,1,1,3,71,72,73,74,150
60,0,97.4,165.7,90,0,1,3,1,2,16,20,87,92,95
42,0,94.3,191.1,60,0,1,5,0,0,0,7,8,9,83
22,1,111.0,186.3,90,0,1,3,1,0,12,18,87,90,91
23,0,76.8,172.9,45,0,1,4,2,0,37,40,44,46,112
28,0,103.1,188.4,30,0,2,6,2,3,26,31,33,34,97
54,1,87.0,175.0,60,0,1,5,2,2,3,4,9,10,81
21,0,45.7,148.2,90,2,2,2,2,1,61,63,65,66,133
59,1,83.1,182.6,60,1,1,0,1,0,52,53,54,55,123
49,0,46.5,150.6,60,2,1,5,2,0,2,3,6,9,80
39,1,54.9,159.3,60,1,0,2,1,3,58,59,64,66,139
38,0,115.0,145.1,90,0,0,6,1,1,30,32,34,35,108
42,1,68.9,179.3,90,0,3,2,2,1,59,60,61,65,66
35,1,88.9,184.5,30,0,0,4,1,0,36,38,41,42,111
48,0,123.0,150.4,90,0,0,1,2,0,67,72,75,140,142
60,0,92.2,157.6,30,0,3,0,1,2,48,53,56,123,127
57,1,117.0,145.1,60,0,0,3,1,0,12,15,16,17,90
21,1,102.8,167.3,90,0,1,3,1,0,12,17,87,90,92
38,0,77.4,166.2,90,0,3,5,0,0,6,8,9,83,84
38,0,96.9,161.1,90,0,2,0,1,0,48,52,56,126,129
25,1,79.9,196.5,60,0,0,0,1,0,52,53,54,55,57
42,1,104.9,175.1,45,0,0,3,1,0,12,15,87,90,95
38,0,118.9,158.4,90,0,2,3,2,3,12,15,16,17,93
23,1,88.6,152.6,90,0,1,2,0,2,130,131,134,137,138
57,1,58.3,191.6,30,1,1,5,0,2,6,7,9,83,84
54,1,59.3,187.4,30,1,0,6,2,1,25,28,34,35,101
62,0,40.6,169.4,30,1,1,2,0,0,59,65,131,136,137
55,1,106.2,164.3,90,0,1,0,1,1,48,53,54,122,129
42,0,41.0,179.6,60,1,1,1,2,0,70,74,75,143,144
28,0,119.2,184.7,45,0,2,1,2,2,69,75,143,145,146
42,0,106.0,173.5,45,0,1,1,0,2,71,73,74,147,148
55,0,58.0,153.7,30,2,2,4,1,1,38,42,45,46,110
62,1,90.6,186.8,60,0,3,2,2,2,59,62,65,133,135
26,0,128.6,181.5,60,0,3,0,1,0,47,48,53,56,120
61,0,67.3,189.9,90,0,0,3,2,2,11,15,18,19,20
18,0,58.0,194.5,90,1,2,6,2,1,26,30,35,101,109
52,0,101.6,169.0,30,0,2,4,1,0,40,45,110,111,113
26,1,67.5,198.9,90,1,3,4,1,1,39,40,42,45,110
19,0,96.1,186.1,45,0,3,6,1,1,26,30,35,102,108
29,1,61.1,185.2,90,1,1,6,1,1,26,30,35,102,106
18,0,108.9,174.8,90,0,0,5,1,0,0,2,6,7,79
24,1,98.4,147.3,60,0,2,1,2,0,73,74,75,145,146
59,1,104.5,186.2,90,0,2,5,2,0,4,6,7,8,9
45,1,95.0,176.5,60,0,1,4,1,1,36,38,40,114,116
47,0,55.7,155.0,90,2,1,0,1,2,47,48,50,56,129
46,0,103.5,168.4,90,0,0,4,1,0,36,46,111,114,116
62,0,92.2,158.9,90,0,0,1,0,0,71,72,73,74,149
56,1,76.6,161.2,45,0,2,4,1,0,36,38,41,46,111
37,1,40.5,162.0,60,1,3,2,1,0,58,63,64,65,139
62,0,51.4,152.9,30,0,3,1,0,0,71,72,73,147,149
47,0,53.5,149.0,90,0,1,5,1,0,1,76,77,78,79
55,1,87.8,191.6,30,0,0,6,2,0,28,34,97,100,101
56,0,92.6,185.9,90,0,3,0,1,2,47,52,56,57,120
22,0,127.5,173.1,60,0,2,0,2,3,48,49,55,57,124
29,0,100.2,177.3,60,0,0,6,1,3,21,30,102,103,106
45,1,79.6,150.8,45,0,0,1,0,2,71,73,147,148,149
42,0,99.3,146.1,45,0,3,2,0,3,64,65,134,136,138
53,0,60.2,174.9,90,0,2,5,1,0,6,9,76,79,85
61,1,46.7,162.2,30,1,3,3,2,0,14,19,88,93,94
64,1,107.1,164.7,45,0,0,3,1,2,15,18,86,92,95
18,0,95.1,157.7,30,0,0,0,1,0,54,56,57,120,129
30,1,42.6,178.3,60,1,1,0,1,0,50,52,54,120,126
56,1,53.5,146.7,90,1,0,3,1,1,12,15,16,86,90
63,0,77.0,181.8,30,2,0,2,0,2,59,65,131,132,136
27,1,54.6,188.0,45,1,1,4,2,0,36,37,45,46,117
59,0,60.2,156.6,90,0,0,1,2,0,67,70,73,140,146
26,0,125.5,147.0,90,0,3,2,2,0,58,65,66,133,135
50,0,95.2,186.7,45,0,2,2,0,0,64,134,136,137,138
34,0,102.3,172.1,90,0,2,1,1,0,71,72,73,74,150
44,1,97.2,195.1,30,0,1,6,1,2,31,32,102,106,108
51,0,87.3,148.1,45,0,0,6,1,0,30,32,33,96,102
28,1,91.7,150.8,60,0,1,2,0,3,59,60,64,134,138
62,1,56.9,188.6,45,1,1,4,2,0,37,42,112,115,117
42,0,53.5,159.9,30,2,0,2,1,3,59,61,64,65,139
39,0,128.2,173.0,45,0,0,5,0,0,7,8,9,83,84
38,1,81.6,190.1,45,2,1,2,0,3,59,131,134,136,138
26,1,108.1,172.3,90,0,0,2,1,3,60,61,63,65,139
61,1,59.5,192.9,45,1,3,5,0,0,6,7,8,9,84
25,1,124.5,195.5,60,0,0,3,1,1,17,86,87,91,92
54,0,50.4,170.6,45,1,1,6,2,0,21,33,34,99,100
20,1,69.0,155.1,60,0,0,6,1,3,26,29,30,32,104
28,0,88.4,184.5,45,0,0,0,2,1,48,52,53,57,124
21,1,83.1,159.4,60,0,0,3,2,0,16,17,19,93,94
47,1,85.6,198.2,90,1,0,6,2,1,25,30,35,101,109
54,1,62.2,151.9,30,0,1,1,0,0,72,73,74,148,149
29,1,78.6,145.9,45,0,2,1,0,3,72,74,147,148,149
64,0,44.4,159.3,60,1,1,2,2,0,58,64,65,66,133
60,1,101.9,169.0,30,0,3,6,1,3,26,31,32,35,96
51,0,115.9,189.5,45,0,1,2,0,0,66,130,132,134,136
61,0,122.6,158.2,30,0,2,3,1,1,12,20,87,90,92
53,1,97.3,194.4,45,0,1,1,1,0,71,72,73,74,150
34,1,85.7,152.0,60,0,0,1,0,0,72,74,147,148,149
21,0,84.1,171.7,60,0,3,1,2,0,68,72,143,144,145
54,0,50.0,182.7,30,1,0,2,0,3,59,130,131,137,138
63,0,101.9,173.6,45,0,3,2,1,1,59,61,64,66,139
44,1,65.3,175.2,45,2,3,1,1,3,71,72,73,74,150
59,0,59.9,173.3,45,2,2,2,1,0,58,61,63,65,66
41,1,120.6,185.5,90,0,1,6,1,3,22,27,31,96,106
46,1,89.7,178.6,30,0,0,4,1,1,36,45,111,113,118
51,0,46.7,192.1,45,1,1,4,1,0,40,41,42,45,116
34,0,84.7,174.3,45,0,3,5,0,0,0,6,7,9,83
51,1,43.5,153.8,30,1,0,3,1,3,12,18,87,91,92
47,0,123.2,169.9,60,0,0,5,2,0,2,3,8,10,81
35,1,90.3,150.1,30,0,1,5,1,0,1,5,6,79,82
25,0,102.1,165.7,45,0,0,6,1,3,31,33,96,103,106
58,0,40.1,194.4,60,1,1,3,2,3,13,14,17,18,93
19,1,113.4,160.2,90,0,0,0,1,1,48,53,120,121,122
50,1,129.4,156.4,30,0,1,4,1,0,42,46,110,113,118
54,1,100.0,164.8,45,0,0,2,1,1,60,61,63,64,65
51,0,92.4,162.4,45,0,2,1,0,2,71,74,147,148,149
35,1,88.8,150.5,90,0,0,4,1,0,38,39,41,110,118
37,1,82.9,187.6,90,2,0,5,0,0,0,7,8,9,84
18,1,118.4,196.5,90,0,1,3,1,3,17,86,87,90,95
20,0,50.8,183.1,30,1,1,1,1,0,71,72,73,74,150
38,1,68.2,194.0,30,1,1,1,0,2,71,73,74,147,148
49,1,116.4,178.2,45,0,1,4,1,0,38,39,41,110,118
61,0,121.5,167.7,90,0,1,1,0,0,71,73,74,147,148
31,0,89.2,151.0,60,0,1,5,1,1,0,6,7,77,79
43,1,49.5,194.7,30,1,0,4,1,0,36,39,40,42,46
30,1,50.7,148.4,45,1,0,2,2,0,58,64,65,133,135
64,0,123.1,190.9,45,0,3,1,0,3,72,73,74,147,148
36,0,93.4,172.7,60,0,0,5,0,0,7,8,9,83,84
21,1,46.9,168.4,30,1,0,3,1,2,15,18,86,87,92
22,0,54.6,171.7,30,2,2,3,2,0,11,17,19,20,93
25,1,62.9,155.4,45,0,3,6,2,0,21,24,32,34,97
40,0,53.5,183.6,45,1,0,2,0,3,64,65,66,131,137
62,0,89.4,161.0,45,0,0,6,1,2,22,32,98,106,108
44,1,124.2,185.1,60,0,0,0,1,1,47,48,52,54,57
61,0,76.5,169.9,45,0,1,3,2,0,11,14,16,17,94
31,1,78.7,193.4,90,2,1,6,2,0,25,32,33,99,109
60,1,69.9,155.5,60,0,0,1,2,2,67,68,70,140,146
64,1,86.0,156.8,90,0,3,4,1,0,36,38,41,46,110
61,1,42.0,190.8,90,1,0,0,2,0,48,54,55,57,124
24,0,116.5,173.0,45,0,1,2,0,0,58,60,130,131,137
34,0,65.9,148.4,90,0,3,6,1,0,21,27,29,32,96
38,0,67.9,175.7,60,1,3,5,1,2,5,6,9,79,82
51,1,68.2,153.3,45,0,1,2,0,1,59,66,134,136,138
59,1,106.3,170.2,90,0,3,2,0,0,59,61,66,131,132
28,0,93.9,161.6,30,0,1,2,1,3,58,59,61,66,139
61,1,47.8,165.6,45,1,2,3,1,1,12,17,86,91,92
37,1,63.9,179.4,30,0,0,5,0,0,0,6,8,9,84
26,1,46.1,179.4,90,1,1,1,1,3,71,72,73,74,150
36,0,72.2,156.8,30,0,1,1,0,3,71,72,74,148,149
22,1,55.4,187.1,45,1,0,2,1,0,60,63,64,65,139
30,1,58.6,194.1,60,1,3,1,1,3,71,72,73,74,150
49,1,70.0,178.4,30,1,3,3,2,0,11,13,20,88,89
32,1,53.0,194.2,90,1,0,1,1,0,71,72,73,74,150
21,1,73.5,168.4,45,0,1,4,1,0,41,42,46,113,114
58,1,42.9,179.8,90,1,3,4,2,2,37,38,40,42,115
27,1,101.2,181.1,45,0,0,1,0,0,71,72,73,74,147
46,0,58.7,148.4,60,0,0,0,1,0,47,54,55,56,121
48,0,123.1,152.0,90,0,0,4,1,0,39,40,42,46,113
31,1,83.0,180.4,90,0,2,4,1,0,36,39,45,111,113
45,1,81.8,190.0,90,0,0,1,2,0,69,71,72,74,75
53,1,83.2,146.3,30,0,1,5,1,0,0,1,2,5,78
43,1,125.7,161.7,60,0,0,2,1,3,61,63,64,66,139
53,0,42.4,197.9,60,1,1,2,0,1,65,66,136,137,138
44,0,105.6,165.8,30,0,1,2,2,1,58,60,61,66,135
59,0,88.6,173.3,90,0,0,0,2,0,53,54,55,56,57
26,1,94.8,189.5,30,0,0,6,1,1,26,30,32,35,106
19,1,77.0,148.0,30,0,2,5,0,2,0,8,9,83,84
44,0,126.8,167.9,60,0,1,3,1,0,16,17,18,87,92
60,0,119.9,161.9,90,0,0,2,1,0,59,60,61,63,64
27,1,66.5,172.2,60,2,2,5,1,0,2,5,76,82,85
25,1,93.5,146.5,90,0,0,5,2,2,2,3,6,9,10
28,1,94.0,188.2,60,0,3,0,1,2,47,56,57,122,123
20,0,118.9,184.1,30,0,3,4,1,0,36,41,110,113,116
52,1,82.1,167.2,30,0,3,0,1,1,52,57,122,123,129
32,1,74.3,179.6,30,0,3,2,1,1,58,59,61,65,66
45,0,66.9,189.7,60,1,1,5,1,0,9,76,78,79,85
51,1,79.4,184.6,30,0,1,5,1,2,2,5,8,78,82
57,1,126.0,190.6,45,0,2,6,1,1,30,34,102,106,108
62,0,79.8,189.7,90,2,3,0,2,0,49,51,56,57,125
25,0,85.7,196.9,30,1,1,6,2,3,25,26,30,33,101
37,0,53.0,171.7,30,1,1,0,1,0,50,52,53,123,126
47,0,48.8,176.4,90,1,0,0,2,2,51,53,55,57,124
41,0,49.9,146.8,45,1,0,2,0,2,59,131,134,137,138
18,1,117.8,151.9,60,0,1,2,1,0,58,60,63,64,65
57,1,92.1,180.5,90,0,0,3,2,3,11,13,15,88,93
29,1,68.5,195.6,60,1,3,4,1,1,36,41,42,46,111
52,1,66.9,168.1,60,0,0,1,0,3,71,72,73,74,147
35,0,99.3,172.0,30,0,3,2,2,0,58,60,65,66,135
50,1,49.8,195.1,30,1,0,6,1,0,22,33,96,104,108
26,1,82.9,164.8,90,0,3,0,1,0,50,53,120,122,123
44,1,51.7,152.1,45,2,0,3,2,1,11,12,15,88,89
56,1,106.9,191.2,45,0,0,5,1,0,2,5,9,76,85
58,1,99.9,166.3,30,0,3,5,0,0,7,8,9,83,84
64,0,55.4,173.6,30,1,3,2,0,0,58,61,130,131,134
52,0,42.5,197.7,45,1,3,1,2,0,69,70,140,142,143
37,0,98.9,192.9,60,0,1,4,1,1,40,42,45,110,114
60,1,107.4,169.0,60,0,1,1,1,3,71,72,73,74,150
48,0,83.3,156.3,60,0,1,5,0,0,0,8,9,83,84
32,1,108.8,192.3,90,0,0,5,0,1,0,8,9,83,84
25,1,65.0,199.6,90,1,1,4,1,0,36,40,41,46,118
20,1,52.2,182.2,45,1,3,1,1,3,71,72,73,74,150
18,1,83.0,159.6,30,0,0,2,2,0,60,61,65,66,133
40,0,51.6,198.8,30,1,2,6,1,0,22,30,32,104,106
27,0,70.8,181.0,30,1,1,1,1,0,71,72,73,74,150
18,0,45.7,191.1,90,1,0,1,0,0,72,73,74,148,149
35,0,108.6,161.2,90,0,3,1,2,0,68,69,72,140,141
27,1,57.3,177.9,30,1,0,1,0,0,71,74,147,148,149
20,1,110.3,162.4,45,0,3,5,1,1,0,2,7,9,76
56,0,54.7,194.2,90,1,1,6,1,3,27,29,31,35,108
38,1,85.5,160.6,45,0,0,4,1,1,36,40,45,113,114
19,1,110.4,164.2,45,0,0,6,1,0,21,26,27,33,104
36,0,73.0,199.6,60,1,0,1,2,2,68,74,75,140,142
19,0,102.8,154.4,90,0,0,4,1,1,36,38,39,45,114
